0,3.0072e+05,45164,1.5793e+05,39599,44505,83463,18548,22224,1.4275e+05,45148,25439,81801,39257,3572.6,2720.8,646.73,753.05,277.66,1193.8,1230.4,300.02,435.06,500.45,1119.4,732.93,751.95,496.99,579.38,333.02,72798,6052,7592.6,387.75,306.18,873.94,11336,1969.7,4194.2,2588,1405.6,657.16,673.5,1588.2,695.19,1060.7,24820,777.53,315.84,806.28,644.91,1110.8,432.94,485.48,2168.9,3675.7,61020,56442,9888.7,4349.2,2011.7,4809.7,643.42,7843.2,2302.7,1396.9,810.13,1047.9,1355.3,1929.2,18418,2744.8,499.83,41038,18418,14021,4457.3,3161.8,2248.7,14357,1759,8310.5,6765,705.83,1008.6,2928.9,1601.9,755.45,1142.3,1009.8,502.45,663.57,1198.6,456.87,638.75,27940,5480.6,990.91,3029.8,1.3852e+05,1056.5,6100.7,4387,2884.9,1716.1,8758.1,6902,5426.5,6478.5,12893,2120.3,13607,8129.4,10940,3650.9,795.19,732.03,68.718,134.37,32.278,21.508,106.23,55.565,52.068,71.462,132.99,48.89,313.07,148.43,202.22,244.54,383.82,413.97,173.31,2319.6,654.92,56.136,227.33,96.999,6391.2,749.8,4566.4,5366.5,1859.5,92.139,186.85,127.49,216.11,450.23,385.33,67.731,712.28,2791.3,19.45,149.04,218.27,486.12,403.39,159.36,131.8,212.07,528.03,1347.1,2015.3,338.29,532.3,2529.3,869.53,105.5,122.79,106.89,68.34,83.948,68.563,39.304,186.39,7864.3,1652,130.75,118.01,252.41,1151.2,574.96,929.02,947.7,1474.6,826.85,551.98,287.39,88.745,271.73,146.42,62.955,335.11,99.937,64.557,59.864,6386.7,3814,5197.4
3.0072e+05,0,1.5898e+05,1.8792e+05,3.229e+05,47468,4.2734e+05,42520,1.7519e+05,1.3567e+05,1.5273e+05,13082,1.4441e+05,1.4653e+05,13626,6319.4,1286.3,1394.9,579.73,2028.5,1967.1,167.69,729.6,880.4,1812.9,1283,1467.6,805.31,997.87,729.28,2.1047e+05,15267,12760,602.82,464.01,1033,16493,2500.9,4410.4,3655.8,2340.7,1099.1,1131.4,3530.9,1410.5,1959.3,1.0237e+05,1877.1,595.43,1431.5,1182.9,413.08,395.81,547.72,5038.8,8009.9,61133,99512,13802,13287,2467.9,5216.3,783.46,27622,5619.8,3384.5,1737.4,1767.2,2292.2,3226.3,18152,3470.6,282.3,96753,60621,58665,18005,8265.7,4080.4,25526,2895.4,10153,19157,997.24,2497.2,6737.6,2993.8,578.36,1606.9,518.64,684.37,469.25,2002.9,778.99,700.57,22980,3240.9,440.18,2195.8,1.3221e+05,1896.2,7427.5,7251.7,3962.5,3674.7,19175,9474.4,12594,11185,25178,4366.7,27949,14734,22080,7335.6,962.32,856.08,55.696,121.61,25.894,15.512,78.591,55.206,44.989,68.44,161.82,41.355,271.27,133.96,199.05,264.67,356.19,387.87,177.91,4682.4,1016.2,40.37,158.74,69.06,10886,637.59,5876.3,5244.8,1742.8,105,189.36,93.703,187.32,380.75,327.81,71.198,1094.9,4368.5,15.483,137.97,231.3,440.64,434.08,208.01,180.12,286.9,677.88,1911,2238.3,249.41,334.58,3374.4,1248.3,163.93,154.92,142.74,76.465,61.693,76.348,30.922,183.09,15234,2136.8,140.88,126.74,247.87,1983.7,393.65,836.52,1268.5,2049.4,1072,670.8,324.36,82.548,500.4,243.15,89.007,450.59,99.822,57.7,57.096,12896,5740.7,6351.5
45164,1.5898e+05,0,10570,81045,9454.7,31059,2.3494e+05,61762,15915,2.5809e+05,4983.5,55445,1.0147e+05,8905.1,8418.3,2609.4,4480.2,1085.9,11095,12656,332.63,4143,4256.8,6032.6,5399.6,4559.4,2954.5,1775.6,1637.8,2.9949e+05,96743,22709,3159.3,2476.3,3754.1,23309,6615.5,6391.1,7269.1,12447,4450.5,5807.6,4366.3,3602.7,3969,41371,1455.2,1966.7,5264.7,3264.7,600.19,563.19,1918.5,1584.4,2560,26807,63176,5524.4,4722.9,7861.8,15676,3127.7,26899,1856.1,2565.5,1946.4,7606.2,12694,19182,18975,3319.7,309.96,36264,26791,25548,11772,9937.4,26177,96700,7661.7,57019,6039.7,328.73,1265.8,2479.9,8477.1,214.52,713.99,285.41,785.38,557,10894,2883.8,2082.1,11763,3274.5,434.88,2610.5,50071,1487.1,3222.3,3332.8,1370.9,3068.5,8685.3,3078.1,7224.2,4077,11325,3305.2,15172,7565.4,12496,6138.8,1248.5,1126.1,105.12,198.19,71.085,33.534,228.32,109.12,84.52,217.78,553.05,86.659,418.75,289.17,342.53,900.71,675.9,1009.1,314.42,4615.9,1139.1,92.114,259.36,113.88,10266,812.03,6606.3,6672.8,2430.9,380.97,791.4,386.2,257.74,553.17,534.03,278.46,1085.3,4700.3,27.438,349.02,644.14,676.41,1924.7,110.27,146.76,128.51,541.76,1683,988.39,370.38,517.03,3731,1525.4,159.64,118.02,95.837,108,222.75,140.1,117.93,798.36,12676,2499.8,328.21,203.46,917.15,2131.6,593.03,1112,1281.7,2267.5,1270.1,826.23,390.63,162.02,197.89,109.67,63.206,284.21,237.16,258.19,256.18,7355.6,5819.2,7237.7
1.5793e+05,1.8792e+05,10570,0,19517,50865,1.5534e+05,3258.2,11710,3.4311e+05,10242,41663,1.4456e+05,18912,2522.6,1081.6,227.49,254.95,118.31,335.11,216.4,55.637,80.944,104.17,236.97,156.23,196.99,113.14,179.89,106.87,21377,2381.1,2021.8,89.095,52.658,144.32,4388.8,372.85,1007.3,631.67,224.78,136.89,195.62,707.17,278.29,403.1,25330,484.32,91.174,250.79,231.93,224.87,99.223,107.49,1447.6,2336.5,22908,27647,4469.5,3477.2,495.07,837.62,120.65,5978.9,1569.2,893.26,422.74,269.54,305.21,376.64,11317,979.1,134.3,28484,15482,12806,3291.8,1517.2,634.64,2966.8,606.47,1608.9,5566.9,310.92,684.59,1921.7,607.55,210.43,483.31,248.3,206.85,172.44,211.03,109.42,167.3,17274,1590,208.49,745.36,51339,617.24,4018.6,3215.4,2389.5,1045.5,7710.4,5872.8,4312.9,7182.9,12023,1346.6,10933,6539,8741.7,2155.9,224.58,191.82,12.371,26.073,4.7321,3.3816,14.309,13.646,11.088,10.874,25.771,10.969,63.508,30.45,48.102,48.991,82.491,91.166,45.799,1203.6,245.58,8.7179,33.771,17.613,3023.3,131.48,1413.7,1231.3,390.29,17.58,36.083,12.561,42.209,88.622,64.682,10.086,303.4,1081.8,3.7326,29.572,54.288,103.38,76.58,62.031,46.583,88.38,243.97,648.57,1267.5,50.466,70.935,831.67,299.72,37.325,48.332,40.719,17.964,12.026,21.61,7.2484,29.255,4572.1,541.25,41.687,37.819,48.171,518.37,88.48,194.59,368.32,551.54,258.18,174.82,78.264,20.949,140.15,65.646,24.669,128.35,31.155,12.881,9.7071,5479,1456.1,1520.1
39599,3.229e+05,81045,19517,0,15789,2.2519e+05,26163,5.067e+05,54589,1.6868e+05,8109.9,1.0807e+05,1.5625e+05,13435,6028,1011.6,792.21,426.82,962.49,747.24,83.977,324.44,425.91,980.47,646.63,877.48,422.7,698.01,502.23,59164,11420,6779.1,292.67,194.55,537.86,10267,1381,3048,2341.2,819.95,449.66,536.42,2753.9,869.39,1270.9,71618,978.3,294.45,753.42,511.31,186.38,287.72,275.97,2412.1,3751.9,18604,32989,5382.4,8248.8,1573.7,2849.8,422.77,19916,2670.2,1637.7,836.81,708.11,912.47,1180.6,13927,3416.7,132.43,44478,34057,46226,16737,7181,2279.1,11441,1867,5370.1,9337.9,460.82,1291,3171.1,1438.5,250.44,786.1,236.69,319.2,211.27,744.41,306.96,322,19278,2622.7,273.99,1671.5,53332,2233.9,5821,6979.5,3275,4894.9,21587,7331.4,18198,10989,29248,6003.7,37458,18099,29209,10162,1102.8,954.67,69.151,131.23,17.642,13.299,56.979,54.078,41.293,47.756,93.387,40.565,241.41,105.46,162.75,180.65,295.51,299.31,151.42,5898.5,1361,31.056,147.15,60.293,13967,601.85,6946.6,5183.6,1572.1,70.545,121.63,55.209,208.38,448.23,310.98,35.007,1353.9,5254.3,12.889,112.33,184.64,356.05,233.37,111.07,167.73,96.648,603.3,2110,1550.1,232.41,318.21,4303.7,1504,171.75,91.066,54.082,28.686,34.224,35.604,14.848,110.68,20585,2117.6,106.71,96.665,116.82,2719.2,431.58,944.83,1410.7,2482.2,1322.9,793.93,367.46,36.484,313.53,112.75,53.374,181.79,40.211,29.749,25.589,16591,7181.7,6993.6
44505,47468,9454.7,50865,15789,0,42418,5344.9,14072,1.0907e+05,13294,28519,72832,23120,3354.9,3879.6,856.77,725.63,308.47,827.64,680.31,2536.3,277.26,443.95,881.26,1184.2,845.86,1807,2122.7,679.12,11831,3034.1,7240.5,297.07,175.54,558.27,16108,1677.3,7767.4,3137.3,1200.3,1705.4,511.03,1993,715.2,1261.7,14348,1126,510.91,948.89,1578.2,11142,1421,2984.1,1863.2,5301.5,44607,16340,9087.5,2886.1,1701,3785.3,516.96,3858.4,1150.3,1323.4,1307.7,1512.7,1078.2,1116,40088,14735,4589.8,25423,7767.9,8942.5,3179.6,2950.7,1122,7451.7,1452.9,4916.7,3461.8,4092.8,875.66,4473.5,2384,7705.7,7552.3,10525,3708.9,6938.2,990.14,1167.7,4764.1,57598,18857,5728.1,8998.4,72176,676.76,4389.8,2899.1,2087.3,1086.8,5905,5787.6,3603.9,4625.9,9804.7,1412.3,9496.3,6220.3,8248.4,2679.5,864.4,776.77,91.82,177.4,59.989,31.132,154.27,110.01,105.35,112.91,435.36,114.72,424.75,329.92,539.47,618.55,1462.1,1842.6,679.76,1539.8,440.13,90.218,234.3,119.89,5443.6,593.76,4044.4,6862.2,2736.6,180.42,637.5,308.99,159.86,407.26,508.42,134.81,536.55,2714.5,40.96,337.32,686.27,1331.4,1627.5,435.83,171.83,661.67,346.46,911.37,1704.2,321.38,462.72,1856.6,641.65,87.878,259.86,337.31,275.41,290.88,372.72,196.09,640.72,6363.3,3991.1,672.7,403.2,1511.3,840.2,458.88,705.21,652.79,1106.9,710.5,428.33,251.19,272.48,982.29,442.75,247,1179.8,663,340.38,340.4,5518.2,3963.1,5826.1
83463,4.2734e+05,31059,1.5534e+05,2.2519e+05,42418,0,11788,2.858e+05,2.477e+05,44489,21407,5.5783e+05,1.583e+05,16899,7640.8,1292.3,1046.2,548.28,1209.9,798.02,119.76,369.97,506.45,1108.5,731.52,1039.3,480.07,918.19,662.03,57858,11768,6073.4,378.78,218.36,608.46,10847,1560.5,3835,2783.8,801.12,470.01,652.05,3694.9,1198.8,1767.8,98430,1512.4,365.46,945.1,685.33,311.43,384.71,325.43,3965.5,6115.9,33161,51561,9061.3,12140,2034,3220.9,534.7,25934,4358.4,2576.9,1259.8,870.19,1057.5,1250.9,19584,4441.5,211.43,70457,49592,62198,20688,9284,2763.5,9183.2,2545.3,6518.2,14784,762.95,2023.3,5098.2,1967.2,423.31,1256.8,404.8,495.89,358.73,695.8,320.72,436.61,37336,3652,415.98,2339.7,85752,3324.4,11537,12647,7281.4,6783.8,40869,16353,26649,22023,51063,8815.5,64783,32005,48615,14661,1503.6,1322.6,88.527,178.74,28.201,19.302,79.697,72.227,58.475,73.243,128.82,64.781,325.82,158.96,241.97,232.29,403.65,379.4,210.13,7850.3,1890.4,49.318,210.16,103.74,20473,887.24,9550.4,7342.1,2139.4,90.536,157.64,77.838,294.94,624.41,459.27,46.353,1980.9,7247.6,19.399,163.81,271.02,494.19,290.18,190.01,240.64,179.75,1057.1,3220.4,3338.7,322.21,446.44,5923.6,2107.6,243.68,140.58,96.179,54.723,45.808,52.436,17.818,130.56,31094,2855.8,163.96,151.99,157.04,3671,636.45,1366.8,2179.3,3703.2,1930.8,1144.8,530.38,69.982,478.92,199.98,75.123,318.13,59.04,39.571,27.334,28514,9863.3,9909.3
18548,42520,2.3494e+05,3258.2,26163,5344.9,11788,0,37379,7349,2.6569e+05,3102.1,38690,86297,11065,10137,3124.9,6131.5,1390.5,14851,15300,352.09,4933.5,4979.6,7415.2,5972.8,5402.6,3563.3,2060.2,1942.9,1.3499e+05,2.0974e+05,24138,4188.8,3060.6,4992.2,21969,8529.4,6209.5,8447.4,14787,5074,7776.4,7863.1,5180,6888.1,46062,1398.9,2221.1,6768.5,3280.1,549.65,609.31,2335.5,1158.7,1849.1,15195,38759,3355.4,4436.6,17653,25848,4706.4,48247,1437.6,2496.2,1886.6,8266.1,14397,23945,14139,2681.9,332.85,28917,30922,31593,25704,38576,1.3289e+05,1.522e+05,28000,1.5241e+05,4851.3,228.75,1113.5,1998.7,10251,158.63,589.65,211.73,770.6,546.02,12919,3124.4,2286.7,7652.1,2106.1,349.78,1958.3,32173,930.47,1835.2,1890.7,712.44,1777.9,5252.5,1669.8,4391.9,2409,7042,2059.5,9434.5,4523.2,7799,3929.8,906.49,798.12,79.621,147.44,63.262,26.746,212.06,101.77,77.408,204.66,569.6,87.171,410.06,296.74,390.96,1017.1,740.36,1120,370.19,2672.5,713.8,77.915,210.8,108.82,6399.8,582.38,4251.3,5083.4,2200.1,394.52,872.07,381.91,162.97,380.54,420.93,301.5,735.63,3380.1,22.918,354.5,594.57,664.77,2163.3,76.329,94.932,103.38,306.87,1016.7,596.71,286.74,414.55,2283.7,925.83,103.41,79.094,89.811,109.25,222.26,148.86,117.24,845.91,7744.9,1959.6,367.11,170.67,953.3,1324.1,396.41,738.91,757.04,1440.1,843.56,527.01,260.51,163.35,168.48,87.175,50.349,255.25,250.6,259.27,261.92,4575.5,3676.3,4706.4
22224,1.7519e+05,61762,11710,5.067e+05,14072,2.858e+05,37379,0,59663,2.9413e+05,10429,2.0754e+05,2.9865e+05,14144,8250.4,1280.8,812.64,446.45,970.62,804.32,114.29,381.06,507.96,1123.4,740.38,1047.7,528.06,857.31,597.31,36096,10826,9667.2,319.45,228.94,589.12,13736,1662.7,3553.9,2771.2,1035.1,536.5,547.61,3135.3,900.36,1291.8,59082,644.84,325.09,739.87,443.21,191.01,333.06,332.43,1365.8,2181.6,12327,20468,3512,6045.3,1479.8,3210.1,445.81,16353,1542.6,1035.8,522.24,725.43,986.45,1352.7,17367,3886.4,114.04,29856,24943,39936,16303,8386.7,2362.2,12817,1758.9,5197.1,5612.8,271.37,754.13,1833.9,1267.9,163.92,453.84,173.36,229.76,168,883.52,323.44,364.46,26691,2782.6,298.06,1851.7,48551,2853.6,7688.1,9181.3,4532.8,6257.6,29568,10547,23616,15601,41607,7951.3,54747,26791,42193,13579,1385.4,1232.2,88.251,183.1,27.507,21.199,78.155,76.697,48.325,69.484,132.28,54.376,286.23,150.02,205.68,259.29,362.57,374.95,185.38,7241.9,1693.2,46.482,173.76,87.843,17920,743.45,8567.9,6209.5,1896.8,103.56,171.96,72.461,265.3,553.2,397.16,49.667,1724.9,6592.5,15.419,163.64,240.3,419.24,328.25,92.921,203.55,67.791,767.14,2598.2,2066.4,296.26,380.43,5323.9,1923.5,211.22,87.628,34.209,30.869,34.851,27.313,17.135,141.75,27926,2468.5,140.34,112.4,157.17,3498.6,553.54,1164.9,1784.5,3174.5,1721.6,1020.6,483.66,47.995,264.4,83.677,38.959,120.15,40.235,39.367,42.903,24380,9060.3,8785.3
1.4275e+05,1.3567e+05,15915,3.4311e+05,54589,1.0907e+05,2.477e+05,7349,59663,0,27416,2.6905e+05,8.249e+05,84675,5849.4,4202.6,756.71,484.41,265.16,549.62,409.45,330.93,176.25,246.56,659.27,391.82,565.59,359.62,681.33,322.33,24025,4501.9,11644,177.8,117.97,372.9,31629,1345.8,4795.1,2376.9,557.94,383.38,314.9,1740.7,523.14,822.57,35375,623.38,193.01,472.38,383.65,1051.5,442.69,441.96,1584.3,2677.9,35374,28741,5309.5,4330.2,948.36,3416.4,288.23,8804.6,1722.4,1037,554.5,460.81,573.23,728.01,88309,4528.3,465.22,30068,18083,19351,6221.5,3701.6,1139.7,9438.3,1076.3,3444.7,5920.3,525.06,792.95,2206,957.26,623.63,881.59,856.36,409.79,562.83,500.57,252.18,523.13,97870,10345,1107.2,4523.2,1.0324e+05,4072.9,21359,19972,14688,8285.8,51745,32865,34628,39380,80721,11586,91840,55429,74237,17649,1594.8,1455.7,110.24,211.78,40.927,28.351,109.95,104.85,66.358,90.165,172.67,70.31,311.96,208.69,248.38,326.69,460.19,537.5,249.48,8151.4,1944.3,55.424,200.14,93.97,22819,791.31,9469.3,6700.7,2105.9,123.16,253.41,127.5,322.32,648.04,488.15,69,2162.3,7620.1,24.652,249.98,428.99,497.12,461.12,199.61,294.29,176.23,1467.3,4119.6,6984.4,331.1,422.06,5911.2,2116.9,288.37,194.46,86.263,58.015,85.105,62.624,35.771,244.17,37338,3014.1,277.64,240.1,310.39,3877.6,629.12,1258,2654,4234.1,2192.6,1338.4,603.67,109.95,272.68,165.69,77.299,284.33,107.81,72.4,66.582,41566,10109,9667.7
